,ASX code,Company name,GICs industry group,Listing date,Market Cap
1259,MTH.AX,MITHRIL RESOURCES LIMITED,Materials,18/11/2002,5053207
1260,MTL.AX,MANTLE MINERALS LIMITED,Materials,11/07/2000,6147446
1261,MTM.AX,MTM CRITICAL METALS LIMITED,Materials,15/07/2021,9348865
1262,MTO.AX,MOTORCYCLE HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,29/04/2016,108305571
1263,MTS.AX,METCASH LIMITED,Consumer Staples Distribution & Retail,08/04/2005,3475949767
1264,MVF.AX,MONASH IVF GROUP LIMITED,Health Care Equipment & Services,26/06/2014,440287369
1265,MVL.AX,MARVEL GOLD LIMITED,Materials,14/06/2016,10361132
1266,MVP.AX,MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",15/12/2003,69044140
1267,MWY.AX,MIDWAY LIMITED,Materials,08/12/2016,58078588
1268,MX1.AX,MICRO-X LIMITED,Health Care Equipment & Services,22/12/2015,59152025
1269,MXC.AX,MGC PHARMACEUTICALS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",21/12/2006,16753465
1270,MXI.AX,MAXIPARTS LIMITED,Capital Goods,07/12/1994,124015611
1271,MXO.AX,MOTIO LTD,Media & Entertainment,09/05/2011,7581605
1272,MXR.AX,MAXIMUS RESOURCES LIMITED,Materials,26/10/2005,10528840
1273,MXT.AX,METRICS MASTER INCOME TRUST,Not Applic,09/10/2017,1697975945
1274,MYE.AX,METAROCK GROUP LIMITED,Materials,07/05/2010,37623903
1275,MYG.AX,MAYFIELD GROUP HOLDINGS LIMITED,Capital Goods,30/10/1986,34415696
1276,MYR.AX,MYER HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,02/11/2009,464022530
1277,MYS.AX,MYSTATE LIMITED,Banks,10/09/2009,340838693
1278,MYX.AX,MAYNE PHARMA GROUP LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",29/06/2007,340297152
1279,MZZ.AX,MATADOR MINING LIMITED,Materials,08/03/2017,19867619
1280,N1H.AX,N1 HOLDINGS LIMITED,Financial Services,18/03/2016,15850003
1281,NAB.AX,NATIONAL AUSTRALIA BANK LIMITED,Banks,31/01/1962,82078622430
1282,NAC.AX,NAOS EX-50 OPPORTUNITIES COMPANY LIMITED,Not Applic,12/11/2014,35993241
1283,NAE.AX,NEW AGE EXPLORATION LIMITED,Energy,18/02/1994,7179495
1284,NAG.AX,NAGAMBIE RESOURCES LIMITED,Materials,23/06/2006,22105600
1285,NAM.AX,NAMOI COTTON LIMITED,Commercial & Professional Services,06/04/1998,74422989
1286,NAN.AX,NANOSONICS LIMITED,Health Care Equipment & Services,17/05/2007,1405768284
1287,NBI.AX,NB GLOBAL CORPORATE INCOME TRUST,Not Applic,26/09/2018,580373371
1288,NC1.AX,NICO RESOURCES LIMITED,Materials,19/01/2022,43225001
1289,NC6.AX,NANOLLOSE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",18/10/2017,7295432
1290,NCC.AX,NAOS EMERGING OPPORTUNITIES COMPANY LIMITED,Not Applic,26/02/2013,49607914
1291,NCK.AX,NICK SCALI LIMITED,Consumer Discretionary Distribution & Retail,26/05/2004,688500000
1292,NCM.AX,NEWCREST MINING LIMITED,Materials,04/06/1987,23312595183
1293,NCR.AX,NUCOAL RESOURCES LIMITED,Materials,31/05/1996,SUSPENDED
1294,NEC.AX,NINE ENTERTAINMENT CO. HOLDINGS LIMITED,Media & Entertainment,06/12/2013,3325516843
1295,NES.AX,NELSON RESOURCES LIMITED.,Materials,07/12/2017,3237269
1296,NET.AX,NETLINKZ LIMITED,Software & Services,13/01/2011,33470881
1297,NEU.AX,NEUREN PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",03/02/2005,1579829531
1298,NFL.AX,NORFOLK METALS LIMITED,Materials,22/03/2022,5115000
1299,NGE.AX,NGE CAPITAL LIMITED,Not Applic,28/12/2007,27360000
1300,NGI.AX,NAVIGATOR GLOBAL INVESTMENTS LIMITED,Financial Services,28/04/2006,310707311
1301,NGL.AX,NIGHTINGALE INTELLIGENT SYSTEMS INC,Capital Goods,18/11/2022,8126594
1302,NGS.AX,NUTRITIONAL GROWTH SOLUTIONS LTD,Household & Personal Products,30/10/2020,1851382
1303,NGX.AX,NGX LIMITED,Materials,16/06/2023,23559078
1304,NGY.AX,NUENERGY GAS LIMITED,Energy,15/01/1987,53314398
1305,NHC.AX,NEW HOPE CORPORATION LIMITED,Energy,16/09/2003,4623746158
1306,NHE.AX,NOBLE HELIUM LIMITED,Energy,08/04/2022,61478787
1307,NHF.AX,NIB HOLDINGS LIMITED,Insurance,05/11/2007,4196216711
1308,NIC.AX,NICKEL INDUSTRIES LIMITED,Materials,20/08/2018,2706710259
1309,NIM.AX,NIMY RESOURCES LIMITED,Materials,22/11/2021,33739884
1310,NIS.AX,NICKELSEARCH LIMITED,Materials,18/10/2021,6881425
1311,NISN.AX,NICKELSEARCH LIMITED,Materials,18/10/2021,6881425
1312,NKL.AX,NICKELX LIMITED,Materials,07/05/2021,5531858
1313,NME.AX,NEX METALS EXPLORATION LIMITED,Materials,06/12/2007,5576380
1314,NML.AX,NAVARRE MINERALS LIMITED,Materials,31/03/2011,SUSPENDED
1315,NMR.AX,NATIVE MINERAL RESOURCES HOLDINGS LIMITED,Materials,16/11/2020,3123607
1316,NMRN.AX,NATIVE MINERAL RESOURCES HOLDINGS LIMITED,Materials,16/11/2020,3123607
1317,NMT.AX,NEOMETALS LTD,Materials,10/07/2002,292952823
1318,NNG.AX,NEXION GROUP LTD,Software & Services,18/02/2021,2284618
1319,NNL.AX,NORDIC NICKEL LIMITED,Materials,01/06/2022,27077876
1320,NOL.AX,NOBLEOAK LIFE LIMITED,Insurance,22/07/2021,147850653
1321,NOR.AX,NORWOOD SYSTEMS LIMITED,Software & Services,27/06/1995,12333833
1322,NOU.AX,NOUMI LIMITED,"Food, Beverage & Tobacco",07/11/1985,18843434
1323,NOV.AX,NOVATTI GROUP LIMITED,Software & Services,18/01/2016,40638785
1324,NOX.AX,NOXOPHARM LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",09/08/2016,14904135
1325,NPM.AX,NEWPEAK METALS LIMITED,Materials,11/04/2011,9248616
1326,NPR.AX,NEWMARK PROPERTY REIT,Equity Real Estate Investment Trusts (REITs),06/12/2021,229785096
1327,NRX.AX,NORONEX LIMITED,Materials,15/11/2017,4039064
1328,NRZ.AX,NEURIZER LTD,Materials,17/03/2005,70980586
1329,NSB.AX,NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",27/07/2018,10473430
1330,NSC.AX,NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED,Not Applic,25/03/2004,95556487
1331,NSM.AX,NORTH STAWELL MINERALS LTD,Materials,24/09/2020,13814605
1332,NSR.AX,NATIONAL STORAGE REIT,Equity Real Estate Investment Trusts (REITs),19/12/2013,3141731439
1333,NST.AX,NORTHERN STAR RESOURCES LTD,Materials,17/12/2003,14515582860
1334,NSX.AX,NSX LIMITED,Financial Services,13/01/2005,16040665
1335,NTD.AX,NATIONAL TYRE & WHEEL LIMITED,Consumer Discretionary Distribution & Retail,15/12/2017,68624814
1336,NTI.AX,NEUROTECH INTERNATIONAL LIMITED,Health Care Equipment & Services,04/11/2016,29712922
1337,NTL.AX,NEW TALISMAN GOLD MINES LIMITED,Materials,28/05/1987,7064473
1338,NTM.AX,NT MINERALS LIMITED,Materials,22/12/1993,6405591
1339,NTU.AX,NORTHERN MINERALS LIMITED,Materials,15/11/2006,172787976
1340,NUC.AX,NUCHEV LIMITED,"Food, Beverage & Tobacco",09/12/2019,10352149
1341,NUCN.AX,NUCHEV LIMITED,"Food, Beverage & Tobacco",09/12/2019,10352149
1342,NUF.AX,NUFARM LIMITED,Materials,10/11/1988,1914069688
1343,NUH.AX,NUHEARA LIMITED,Technology Hardware & Equipment,05/03/2010,33501880
1344,NVA.AX,NOVA MINERALS LIMITED,Materials,11/06/1987,54831389
1345,NVU.AX,NANOVEU LIMITED,Technology Hardware & Equipment,30/11/2018,8686638
1346,NVX.AX,NOVONIX LIMITED,Technology Hardware & Equipment,02/12/2015,496646360
1347,NWC.AX,NEW WORLD RESOURCES LIMITED,Materials,21/09/2005,67375745
1348,NWF.AX,NEWFIELD RESOURCES LIMITED,Materials,08/06/2012,226816908
1349,NWH.AX,NRW HOLDINGS LIMITED,Capital Goods,05/09/2007,1064588666
1350,NWL.AX,NETWEALTH GROUP LIMITED,Financial Services,20/11/2017,3390086193
1351,NWM.AX,NORWEST MINERALS LIMITED,Materials,29/11/2018,9717208
1352,NWS.AX,NEWS CORPORATION..,Media & Entertainment,19/06/2013,16353196671
1353,NWSLV.AX,NEWS CORPORATION..,Media & Entertainment,19/06/2013,16353196671
1354,NXD.AX,NEXTED GROUP LIMITED,Consumer Services,24/08/2009,342227766
1355,NXG.AX,NEXGEN ENERGY (CANADA) LTD,Energy,02/07/2021,3384314749
1356,NXL.AX,NUIX LIMITED,Software & Services,04/12/2020,260349310
1357,NXM.AX,NEXUS MINERALS LIMITED,Materials,23/02/2007,19201745
1358,NXS.AX,NEXT SCIENCE LIMITED,Health Care Equipment & Services,18/04/2019,112764820
1359,NXT.AX,NEXTDC LIMITED,Software & Services,13/12/2010,6402614937
1360,NYM.AX,NARRYER METALS LIMITED,Materials,14/04/2022,4231950
1361,NYR.AX,NYRADA INC.,"Pharmaceuticals, Biotechnology & Life Sciences",16/01/2020,12792713
1362,NZK.AX,NEW ZEALAND KING SALMON INVESTMENTS LIMITED,"Food, Beverage & Tobacco",19/10/2016,105583668
1363,NZM.AX,NZME LIMITED,Media & Entertainment,27/06/2016,167361389
1364,NZO.AX,NEW ZEALAND OIL & GAS LIMITED,Energy,25/09/2020,75023531
1365,NZS.AX,NEW ZEALAND COASTAL SEAFOODS LIMITED,"Food, Beverage & Tobacco",19/06/2007,3308020
1366,OAK.AX,OAKRIDGE INTERNATIONAL LIMITED,Software & Services,22/06/2007,1289676
1367,OAR.AX,OAR RESOURCES LIMITED,Materials,17/12/1998,7743114
1368,OAU.AX,ORA GOLD LIMITED,Materials,22/03/2001,9842313
1369,OBL.AX,OMNI BRIDGEWAY LIMITED,Financial Services,28/01/2000,727293747
1370,OBM.AX,ORA BANDA MINING LTD,Materials,29/10/2002,203179465
1371,OCA.AX,OCEANIA HEALTHCARE LIMITED,Health Care Equipment & Services,05/05/2017,501666349
1372,OCC.AX,ORTHOCELL LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",12/08/2014,68069559
1373,OCL.AX,OBJECTIVE CORPORATION LIMITED,Software & Services,17/08/2000,1288154133
1374,OCN.AX,OCEANA LITHIUM LIMITED,Materials,01/07/2022,22110000
1375,OCT.AX,OCTAVA MINERALS LIMITED,Materials,16/09/2022,5306753
1376,OD6.AX,OD6 METALS LIMITED,Materials,22/06/2022,24588179
1377,ODA.AX,ORCODA LIMITED,Software & Services,15/09/1986,41789267
1378,ODE.AX,ODESSA MINERALS LIMITED,Materials,03/07/1986,12519390
1379,ODM.AX,ODIN METALS LIMITED,Materials,05/08/2010,10487710
1380,ODY.AX,ODYSSEY GOLD LTD,Materials,30/11/2005,18372907
1381,OEC.AX,ORBITAL CORPORATION LIMITED,Capital Goods,24/01/1989,17585296
1382,OEL.AX,OTTO ENERGY LIMITED,Energy,22/12/2004,76720156
1383,OEQ.AX,ORION EQUITIES LIMITED,Financial Services,19/11/1970,1330184
1384,OFX.AX,OFX GROUP LIMITED,Financial Services,11/10/2013,462374017
1385,OIL.AX,OPTISCAN IMAGING LIMITED,Health Care Equipment & Services,08/08/1997,50104448
1386,OILN.AX,OPTISCAN IMAGING LIMITED,Health Care Equipment & Services,08/08/1997,50104448
1387,OJC.AX,THE ORIGINAL JUICE CO. LTD,"Food, Beverage & Tobacco",29/06/2012,19567263
1388,OKJ.AX,OAKAJEE CORPORATION LIMITED,Materials,11/06/2008,1463136
1389,OKR.AX,OKAPI RESOURCES LIMITED,Materials,28/09/2017,22210322
1390,OLH.AX,OLDFIELDS HOLDINGS LIMITED,Capital Goods,15/06/1960,11585845
1391,OLI.AX,OLIVER'S REAL FOOD LIMITED,Consumer Services,21/06/2017,9255370
1392,OLL.AX,OPENLEARNING LIMITED,Software & Services,12/12/2019,6428858
1393,OLY.AX,OLYMPIO METALS LIMITED,Commercial & Professional Services,12/09/2017,9252308
1394,OM1.AX,OMNIA METALS GROUP LTD,Materials,02/03/2022,11246678
1395,OMA.AX,OMEGA OIL & GAS LIMITED,Energy,25/10/2022,34341085
1396,OMH.AX,OM HOLDINGS LIMITED,Materials,12/03/1998,373004785
1397,OML.AX,OOH!MEDIA LIMITED,Media & Entertainment,17/12/2014,619598479
1398,OMX.AX,ORANGE MINERALS NL,Materials,08/12/2021,3561280
1399,ONE.AX,ONEVIEW HEALTHCARE PLC,Health Care Equipment & Services,17/03/2016,162707487
1400,OOK.AX,OOKAMI LIMITED,Materials,21/02/2000,SUSPENDED
1401,OPA.AX,OPTIMA TECHNOLOGY GROUP LTD,Software & Services,27/01/2011,3518788
1402,OPH.AX,OPHIR HIGH CONVICTION FUND,Not Applic,19/12/2018,540735444
1403,OPL.AX,OPYL LIMITED,Software & Services,07/03/1996,1601301
1404,OPN.AX,OPENN NEGOTIATION LIMITED,Commercial & Professional Services,21/07/2021,4785769
1405,OPT.AX,OPTHEA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",18/04/1991,254601892
1406,OPY.AX,OPENPAY GROUP LTD,Financial Services,16/12/2019,SUSPENDED
1407,ORA.AX,ORORA LIMITED,Materials,18/12/2013,2772753871
1408,ORG.AX,ORIGIN ENERGY LIMITED,Utilities,13/07/1961,14574445297
1409,ORI.AX,ORICA LIMITED,Materials,28/11/1961,6857517956
1410,ORM.AX,ORION METALS LIMITED,Materials,03/01/2007,SUSPENDED
1411,ORN.AX,ORION MINERALS LTD,Materials,31/10/2003,95999826
1412,ORR.AX,ORECORP LIMITED,Materials,04/08/2011,159599023
1413,OSL.AX,ONCOSIL MEDICAL LTD,"Pharmaceuticals, Biotechnology & Life Sciences",15/08/2005,25720299
1414,OSM.AX,OSMOND RESOURCES LIMITED,Materials,22/04/2022,10669557
1415,OSX.AX,OSTEOPORE LIMITED,Health Care Equipment & Services,23/09/2019,15143993
1416,OVN.AX,OVENTUS MEDICAL LIMITED,Health Care Equipment & Services,19/07/2016,SUSPENDED
1417,OXT.AX,OREXPLORE TECHNOLOGIES LIMITED,Class Pend,21/01/2022,5701531
1418,OZM.AX,OZAURUM RESOURCES LIMITED,Materials,08/02/2021,4445000
1419,OZZ.AX,OZZ RESOURCES LIMITED,Materials,05/07/2021,8512771
1420,PAA.AX,PHARMAUST LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",05/10/2001,22933346
1421,PAB.AX,PATRYS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",13/07/2007,24687221
1422,PAC.AX,PACIFIC CURRENT GROUP LIMITED,Financial Services,25/09/1987,382161369
1423,PAI.AX,PLATINUM ASIA INVESTMENTS LIMITED,Not Applic,21/09/2015,316374235
1424,PAM.AX,PAN ASIA METALS LIMITED,Materials,08/10/2020,34934918
1425,PAN.AX,PANORAMIC RESOURCES LIMITED,Materials,14/09/2001,215345970
1426,PAR.AX,PARADIGM BIOPHARMACEUTICALS LIMITED..,"Pharmaceuticals, Biotechnology & Life Sciences",19/08/2015,253884173
1427,PAT.AX,PATRIOT LITHIUM LIMITED,Materials,09/12/2022,22574501
1428,PBH.AX,POINTSBET HOLDINGS LIMITED,Consumer Services,12/06/2019,506678243
1429,PBL.AX,PARABELLUM RESOURCES LIMITED,Materials,29/11/2021,SUSPENDED
1430,PBP.AX,PROBIOTEC LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",14/11/2006,214693792
1431,PCG.AX,PENGANA CAPITAL GROUP LIMITED,Financial Services,28/02/2001,133340526
1432,PCI.AX,PERPETUAL CREDIT INCOME TRUST,Not Applic,14/05/2019,384929167
1433,PCK.AX,PAINCHEK LTD,Health Care Equipment & Services,01/05/2012,33098733
1434,PCL.AX,PANCONTINENTAL ENERGY NL,Energy,11/09/1986,80542228
1435,PDI.AX,PREDICTIVE DISCOVERY LIMITED,Materials,01/12/2010,330759054
1436,PDN.AX,PALADIN ENERGY LTD,Energy,29/03/1994,2101003245
1437,PE1.AX,PENGANA PRIVATE EQUITY TRUST,Not Applic,30/04/2019,422805733
1438,PEB.AX,PACIFIC EDGE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",27/09/2021,63208487
1439,PEC.AX,PERPETUAL RESOURCES LIMITED,Materials,28/02/2013,6000324
1440,PEK.AX,PEAK RARE EARTHS LIMITED,Materials,29/11/2006,126824384
1441,PEN.AX,PENINSULA ENERGY LIMITED,Energy,26/05/1994,219983751
1442,PET.AX,PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED,Commercial & Professional Services,16/08/2002,8117077
1443,PEX.AX,PEEL MINING LIMITED,Materials,17/05/2007,75499823
1444,PFE.AX,PANTERA MINERALS LIMITED,Materials,05/08/2021,6908099
1445,PFG.AX,PRIME FINANCIAL GROUP LIMITED,Financial Services,07/12/2004,41075438
1446,PFP.AX,PROPEL FUNERAL PARTNERS LIMITED,Consumer Services,23/11/2017,506048357
1447,PFT.AX,PURE FOODS TASMANIA LIMITED,"Food, Beverage & Tobacco",19/12/2005,15912288
1448,PGC.AX,PARAGON CARE LIMITED,Health Care Equipment & Services,15/10/1999,161539753
1449,PGD.AX,PEREGRINE GOLD LTD,Materials,31/03/2021,16269757
1450,PGF.AX,PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED,Not Applic,12/12/2013,739408975
1451,PGG.AX,PARTNERS GROUP GLOBAL INCOME FUND,Not Applic,26/09/2019,464971841
1452,PGH.AX,PACT GROUP HOLDINGS LTD,Materials,17/12/2013,199688231
1453,PGL.AX,PROSPA GROUP LIMITED.,Financial Services,11/06/2019,57181445
1454,PGM.AX,PLATINA RESOURCES LIMITED,Materials,29/05/2006,15579508
1455,PGO.AX,PACGOLD LIMITED,Materials,08/07/2021,23397698
1456,PGY.AX,PILOT ENERGY LIMITED,Energy,20/04/2006,19518553
1457,PH2.AX,PURE HYDROGEN CORPORATION LIMITED,Energy,12/03/2013,65704996
1458,PHL.AX,PROPELL HOLDINGS LIMITED,Financial Services,14/04/2021,4453154
1459,PHO.AX,PHOSCO LTD,Materials,17/12/2009,20581001
1460,PIA.AX,PENGANA INTERNATIONAL EQUITIES LIMITED,Not Applic,19/03/2004,250421736
1461,PIC.AX,PERPETUAL EQUITY INVESTMENT COMPANY LIMITED,Not Applic,18/12/2014,448390183
1462,PIL.AX,PEPPERMINT INNOVATION LIMITED,Software & Services,29/05/2008,14264998
1463,PIM.AX,PINNACLE MINERALS LIMITED,Materials,23/03/2022,3637520
1464,PIQ.AX,PROTEOMICS INTERNATIONAL LABORATORIES LTD,"Pharmaceuticals, Biotechnology & Life Sciences",16/04/2015,111300673
1465,PKD.AX,PARKD LTD,Commercial & Professional Services,06/12/2017,2341822
1466,PKO.AX,PEAKO LIMITED,Materials,02/12/2009,3295120
1467,PL3.AX,PATAGONIA LITHIUM LTD,Materials,31/03/2023,9956050
1468,PL8.AX,PLATO INCOME MAXIMISER LIMITED.,Not Applic,05/05/2017,786668601
1469,PLG.AX,PEARL GULL IRON LIMITED,Materials,20/09/2021,6136254
1470,PLL.AX,PIEDMONT LITHIUM INC.,Materials,28/03/1983,1688424848
1471,PLS.AX,PILBARA MINERALS LIMITED,Materials,19/09/2007,14871009906
1472,PLT.AX,PLENTI GROUP LIMITED,Financial Services,23/09/2020,60707253
1473,PLY.AX,PLAYSIDE STUDIOS LIMITED,Media & Entertainment,17/12/2020,150518489
1474,PMC.AX,PLATINUM CAPITAL LIMITED,Not Applic,29/06/1994,375312509
1475,PME.AX,PRO MEDICUS LIMITED,Health Care Equipment & Services,10/10/2000,6999049596
1476,PMT.AX,PATRIOT BATTERY METALS INC.,Materials,07/12/2022,741654039
1477,PMV.AX,PREMIER INVESTMENTS LIMITED,Consumer Discretionary Distribution & Retail,15/12/1987,3146278867
1478,PNC.AX,PIONEER CREDIT LIMITED,Financial Services,01/05/2014,36941551
1479,PNI.AX,PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED,Financial Services,19/06/2007,1911096865
1480,PNM.AX,PACIFIC NICKEL MINES LIMITED,Materials,26/11/2002,31525032
1481,PNN.AX,POWER MINERALS LIMITED,Materials,15/04/2005,29295385
1482,PNR.AX,PANTORO LIMITED,Materials,21/05/1987,215046261
1483,PNT.AX,PANTHER METALS LTD,Materials,10/12/2021,6802000
1484,PNV.AX,POLYNOVO LIMITED,Health Care Equipment & Services,26/11/1998,997386325
1485,PNX.AX,PNX METALS LIMITED,Materials,12/02/2008,16141874
1486,PO3.AX,PURIFLOH LIMITED,Utilities,30/12/2010,SUSPENDED
1487,POD.AX,PODIUM MINERALS LIMITED,Materials,28/02/2018,23317542
1488,POL.AX,POLYMETALS RESOURCES LTD,Materials,29/06/2021,51212297
1489,POS.AX,POSEIDON NICKEL LIMITED,Materials,29/11/1993,132757204
1490,POW.AX,PROTEAN ENERGY LIMITED,Capital Goods,21/12/2006,SUSPENDED
1491,PPC.AX,PEET LIMITED,Real Estate Management & Development,05/08/2004,553826100
1492,PPE.AX,PEOPLEIN LIMITED,Commercial & Professional Services,22/11/2017,224439094
1493,PPG.AX,PRO-PAC PACKAGING LIMITED,Materials,27/04/2005,39971296
1494,PPK.AX,PPK GROUP LIMITED,Materials,21/12/1994,133041047
1495,PPL.AX,PUREPROFILE LTD,Media & Entertainment,29/07/2015,31733026
1496,PPM.AX,PEPPER MONEY LIMITED,Financial Services,25/05/2021,626666973
1497,PPS.AX,PRAEMIUM LIMITED,Software & Services,11/05/2006,320084147
1498,PPT.AX,PERPETUAL LIMITED,Financial Services,24/06/1964,2851195781
1499,PPY.AX,PAPYRUS AUSTRALIA LIMITED,Materials,15/04/2005,10276719
1500,PR1.AX,PURE RESOURCES LIMITED,Materials,21/04/2022,10125003
1501,PRL.AX,PROVINCE RESOURCES LTD,Materials,09/02/1994,SUSPENDED
1502,PRM.AX,PROMINENCE ENERGY LIMITED,Energy,23/01/1992,2303387
1503,PRN.AX,PERENTI LIMITED,Materials,06/01/1994,866358831
1504,PRO.AX,PROPHECY INTERNATIONAL HOLDINGS LIMITED,Software & Services,22/04/1998,39013795
1505,PRS.AX,PROSPECH LIMITED.,Materials,04/12/2020,7203166
1506,PRT.AX,PRT COMPANY LIMITED,Media & Entertainment,30/08/1984,SUSPENDED
1507,PRU.AX,PERSEUS MINING LIMITED,Materials,22/09/2004,2298217908
1508,PRX.AX,PRODIGY GOLD NL,Materials,21/08/1986,10506647
1509,PSC.AX,PROSPECT RESOURCES LIMITED,Materials,04/12/2009,62405027
1510,PSI.AX,PSC INSURANCE GROUP LIMITED,Insurance,15/12/2015,1700169142
1511,PSL.AX,PATERSON RESOURCES LTD,Materials,18/10/2006,10329652
1512,PSQ.AX,PACIFIC SMILES GROUP LIMITED,Health Care Equipment & Services,21/11/2014,215435616
1513,PTL.AX,PENTAL LIMITED,Household & Personal Products,29/08/2000,55399337
1514,PTM.AX,PLATINUM ASSET MANAGEMENT LIMITED,Financial Services,23/05/2007,997354130
1515,PTR.AX,PETRATHERM LTD,Materials,27/07/2004,15507829
1516,PTX.AX,PRESCIENT THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",19/12/1986,67642663
1517,PUA.AX,PEAK MINERALS LIMITED,Materials,17/07/2003,2603442
1518,PUR.AX,PURSUIT MINERALS LTD,Materials,10/09/2008,33887378
1519,PV1.AX,PROVARIS ENERGY LTD,Energy,21/03/2005,23069783
1520,PVE.AX,PO VALLEY ENERGY LIMITED,Energy,14/12/2004,72951582
1521,PVL.AX,POWERHOUSE VENTURES LIMITED,Financial Services,12/10/2016,6157902
1522,PVS.AX,PIVOTAL SYSTEMS CORPORATION,Semiconductors & Semiconductor Equipment,02/07/2018,4276950
1523,PVT.AX,PIVOTAL METALS LIMITED,Materials,26/07/2018,11863761
1524,PVW.AX,PVW RESOURCES LIMITED,Materials,12/11/2009,5415498
1525,PWH.AX,PWR HOLDINGS LIMITED,Automobiles & Components,18/11/2015,853232890
1526,PWN.AX,PARKWAY CORPORATE LIMITED,Materials,13/05/2011,17814551
1527,PWR.AX,PETER WARREN AUTOMOTIVE HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,27/04/2021,416047818
1528,PXA.AX,PEXA GROUP LIMITED,Real Estate Management & Development,01/07/2021,2360206238
1529,PXS.AX,PHARMAXIS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",10/11/2003,35259631
1530,PXX.AX,POLARX LIMITED,Materials,21/12/2012,17600832
1531,PYC.AX,PYC THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",30/03/2005,187907692
1532,PYR.AX,PAYRIGHT LIMITED,Financial Services,23/12/2020,2202213
1533,QAL.AX,QUALITAS LIMITED,Real Estate Management & Development,16/12/2021,754840935
1534,QAN.AX,QANTAS AIRWAYS LIMITED,Transportation,31/07/1995,10898553578
1535,QBE.AX,QBE INSURANCE GROUP LIMITED,Insurance,28/06/1973,23276529791
1536,QEM.AX,QEM LIMITED,Materials,19/10/2018,27078342
1537,QFE.AX,QUICKFEE LIMITED,Financial Services,11/07/2019,15393015
1538,QGL.AX,QUANTUM GRAPHITE LIMITED,Materials,06/01/2014,180492950
1539,QHL.AX,QUICKSTEP HOLDINGS LIMITED,Capital Goods,17/10/2005,16497029
1540,QIP.AX,QANTM INTELLECTUAL PROPERTY LIMITED,Commercial & Professional Services,31/08/2016,117769406
1541,QML.AX,QMINES LIMITED,Materials,06/05/2021,21300951
1542,QOR.AX,QORIA LIMITED,Software & Services,29/08/2016,248613754
1543,QPM.AX,QUEENSLAND PACIFIC METALS LIMITED,Materials,14/03/2008,183366532
1544,QRI.AX,QUALITAS REAL ESTATE INCOME FUND,Financial Services,27/11/2018,550117434
1545,QUB.AX,QUBE HOLDINGS LIMITED,Transportation,04/01/2007,4979450318
1546,QUE.AX,QUESTE COMMUNICATIONS LIMITED,Financial Services,11/11/1998,649736
1547,QVE.AX,QV EQUITIES LIMITED,Not Applic,22/08/2014,215138978
1548,QXR.AX,QX RESOURCES LIMITED,Materials,17/02/2011,27802732
1549,R3D.AX,R3D RESOURCES LIMITED,Media & Entertainment,17/12/2004,5213750
1550,R8R.AX,REGENER8 RESOURCES NL,Materials,08/07/2022,8224175
1551,RAC.AX,RACE ONCOLOGY LTD,"Pharmaceuticals, Biotechnology & Life Sciences",13/07/2016,207097351
1552,RAD.AX,RADIOPHARM THERANOSTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",25/11/2021,39020999
1553,RAG.AX,RAGNAR METALS LIMITED,Materials,31/03/2005,SUSPENDED
1554,RAN.AX,RANGE INTERNATIONAL LIMITED,Materials,22/07/2016,SUSPENDED
1555,RAS.AX,RAGUSA MINERALS LTD,Materials,13/07/2010,9839316
1556,RB6.AX,RUBIX RESOURCES LIMITED,Materials,23/12/2021,10659750
1557,RBD.AX,RESTAURANT BRANDS NEW ZEALAND LIMITED,Consumer Services,28/09/2017,787226280
1558,RBL.AX,REDBUBBLE LIMITED,Consumer Discretionary Distribution & Retail,16/05/2016,94424876
1559,RBR.AX,RBR GROUP LIMITED,Materials,02/02/2007,3236809
1560,RBX.AX,RESOURCE BASE LIMITED.,Materials,12/07/2021,17363742
1561,RC1.AX,REDCASTLE RESOURCES LIMITED,Materials,21/03/2003,3939410
